model,dataset,sample_id,method,category
dream,humaneval,humaneval-00051,best_nonlearned,regression
dream,humaneval,humaneval-00055,best_nonlearned,regression
dream,humaneval,humaneval-00057,best_nonlearned,regression
dream,humaneval,humaneval-00068,best_nonlearned,regression
dream,humaneval,humaneval-00073,best_nonlearned,regression
dream,humaneval,humaneval-00074,best_nonlearned,regression
dream,humaneval,humaneval-00082,best_nonlearned,regression
dream,humaneval,humaneval-00087,best_nonlearned,regression
dream,humaneval,humaneval-00094,best_nonlearned,regression
dream,humaneval,humaneval-00098,best_nonlearned,regression
dream,humaneval,humaneval-00100,best_nonlearned,regression
dream,humaneval,humaneval-00107,best_nonlearned,regression
dream,humaneval,humaneval-00114,best_nonlearned,regression
dream,humaneval,humaneval-00115,best_nonlearned,regression
dream,humaneval,humaneval-00136,best_nonlearned,regression
dream,humaneval,humaneval-00138,best_nonlearned,regression
dream,humaneval,humaneval-00142,best_nonlearned,regression
dream,humaneval,humaneval-00147,best_nonlearned,regression
dream,humaneval,humaneval-00150,best_nonlearned,regression
dream,humaneval,humaneval-00152,best_nonlearned,regression
dream,humaneval,humaneval-00157,best_nonlearned,regression
dream,humaneval,humaneval-00011,rc_pag_history,regression
dream,humaneval,humaneval-00013,rc_pag_history,regression
dream,humaneval,humaneval-00015,rc_pag_history,regression
dream,humaneval,humaneval-00018,rc_pag_history,regression
dream,humaneval,humaneval-00030,rc_pag_history,regression
dream,humaneval,humaneval-00031,rc_pag_history,regression
dream,humaneval,humaneval-00035,rc_pag_history,regression
dream,humaneval,humaneval-00036,rc_pag_history,regression
dream,humaneval,humaneval-00041,rc_pag_history,regression
dream,humaneval,humaneval-00042,rc_pag_history,regression
dream,humaneval,humaneval-00048,rc_pag_history,regression
dream,humaneval,humaneval-00049,rc_pag_history,regression
dream,humaneval,humaneval-00051,rc_pag_history,regression
dream,humaneval,humaneval-00055,rc_pag_history,regression
dream,humaneval,humaneval-00057,rc_pag_history,regression
dream,humaneval,humaneval-00063,rc_pag_history,recovery
dream,humaneval,humaneval-00068,rc_pag_history,regression
dream,humaneval,humaneval-00071,rc_pag_history,regression
dream,humaneval,humaneval-00073,rc_pag_history,regression
dream,humaneval,humaneval-00074,rc_pag_history,regression
dream,humaneval,humaneval-00076,rc_pag_history,regression
dream,humaneval,humaneval-00082,rc_pag_history,regression
dream,humaneval,humaneval-00087,rc_pag_history,regression
dream,humaneval,humaneval-00094,rc_pag_history,regression
dream,humaneval,humaneval-00097,rc_pag_history,recovery
dream,humaneval,humaneval-00098,rc_pag_history,regression
dream,humaneval,humaneval-00100,rc_pag_history,regression
dream,humaneval,humaneval-00114,rc_pag_history,regression
dream,humaneval,humaneval-00115,rc_pag_history,regression
dream,humaneval,humaneval-00136,rc_pag_history,regression
dream,humaneval,humaneval-00138,rc_pag_history,regression
dream,humaneval,humaneval-00142,rc_pag_history,regression
dream,humaneval,humaneval-00146,rc_pag_history,regression
dream,humaneval,humaneval-00147,rc_pag_history,regression
dream,humaneval,humaneval-00150,rc_pag_history,regression
dream,humaneval,humaneval-00152,rc_pag_history,regression
dream,humaneval,humaneval-00157,rc_pag_history,regression
dream,humaneval,humaneval-00161,rc_pag_history,recovery
